"id_loja","nm_fantasia","nm_nome_loja","fl_produtos_especiais","nm_inscricao_estadual","tx_website","quantidade_skus","op_type","dt_process_stage","partition_ano_mes"
898,Confimed,Confimed,"0","062052950",,50,I,2023-11-27 00:01:03.000,"197001"
1066,Yah Digital,Yah Digital,"1","519.115.777.115",,50,I,2023-11-27 00:01:03.000,"197001"
33,GLOWBODYTHERAPY,Glow Body Therapy,"0","9094232284",https://glowbodytherapy.com.br,30,I,2023-11-27 00:01:03.000,"197001"
748,Deus Farma,Pharmacy God,"0","144221787119",,100,I,2023-11-27 00:01:03.000,"197001"
382,Shopinove,Phibociclo Ltda,"0","45279610038",,20,I,2023-11-27 00:01:03.000,"197001"
935,W&A_Margarete Oliveira Messias,W&A,"0","134109887110",,500,I,2023-11-27 00:01:03.000,"197001"
550,Prima Essenza,Prima Essenza Farmácia de Manipulação,"1","257391908",,200,I,2023-11-27 00:01:03.000,"197001"
744,Rio Drog´s,Bee Rio,"0","81.631.417",www.riodrogs.com.br,41,I,2023-11-27 00:01:03.000,"197001"
909,drogaria e perfumaria união SP,União SP,"0","120537320114",,1,I,2023-11-27 00:01:03.000,"197001"
1107,Flores de Lavanda,Loja Flores de Lavanda,"0","003759287.0037",www.floresdelavanda.com.br,50,I,2023-11-27 00:01:03.000,"197001"
1130,Cogumelos da Montanha,Cogumelos da Montanha,"0","629.016.870.118",,1,I,2023-11-27 00:01:03.000,"197001"
1202,Casa Ortopedica Ortopedia Monumento,Casa Ortopédica,"0","336987457110",https://www.casaortopedica.com.br/home,100,I,2023-11-27 00:01:03.000,"197001"
553,MM Negócios,MM Online,"0","136.248.226.116",www.7fd.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
588,HVS Cirúrgica,hvscirurgica.com.br,"0","9030601901",https://www.hvscirurgica.com.br,3000,I,2023-11-27 00:01:03.000,"197001"
28,Marvital Suplementos,MARVITAL,"0","136.300.450.117",,30,I,2023-11-27 00:01:03.000,"197001"
309,SHOPFISIOSONO,Shop Fisio Sono,"0","310.699.817.110",,105,I,2023-11-27 00:01:03.000,"197001"
1184,Monica Rizzi Semijoias,Monica Rizzi Semijoias,"0","9078710370",www.monicarizzi.com.br,400,I,2023-11-27 00:01:03.000,"197001"
286,DAFOCA SPORTS,DAFOCA SPORTS,"0","9083848658",,1200,I,2023-11-27 00:01:03.000,"197001"
316,Paris 66,Paris 66,"0","708.249.617.112",https://www.paris66.com.br,1500,I,2023-11-27 00:01:03.000,"197001"
106,mqSi Suplementos,MQSI SUPLEMENTOS,"1","06.1703206",www.mqsi.com.br,30,I,2023-11-27 00:01:03.000,"197001"
683,Life Supley,Life Supley,"0","138.222.970.110",,18,I,2023-11-27 00:01:03.000,"197001"
567,Shoploko,Shoploko,"0","445022381112",,1000,I,2023-11-27 00:01:03.000,"197001"
802,LAShops,LAShops,"0","797337438110",,100,I,2023-11-27 00:01:03.000,"197001"
720,Alicamp Alimentos,Alicamp,"0","118593529117",www.alicamp.com.br,20,I,2023-11-27 00:01:03.000,"197001"
1211,BM SHOP,LOJA_BMSHOP_IMPORTS,"0","131.635.338.114",www.lojabmshop.com.br,50,I,2023-11-27 00:01:03.000,"197001"
964,Havanna - Maksoud,H2S COMERCIAL,"0","128044699115",,100,I,2023-11-27 00:01:03.000,"197001"
623,Farmácia Rodocentro,Farmácia Rodocentro,"0","9033890440",www.rodocentro.com.br,400,I,2023-11-27 00:01:03.000,"197001"
686,FFRR DISTRIBUICAO LTDA,FR SOLUTIONS,"1","379.274.391.111",,1,I,2023-11-27 00:01:03.000,"197001"
1263,Drogarias Canada,Drogarias Canada,"0","12842180",,3000,I,2023-11-27 00:01:03.000,"197001"
479,Bris Hair,Bris Hair,"0","798537671119",,10,I,2023-11-27 00:01:03.000,"197001"
484,Represent Nutrition,Represent Nutrition,"0","636391520114",,50,I,2023-11-27 00:01:03.000,"197001"
302,NATURA FIBRA NEGÓCIO ONLINE DIGITAL,NATURA FIBRA,"0","438.482.878.112",,6,I,2023-11-27 00:01:03.000,"197001"
111,Vip14Store,Vip14Store,"0","133455337117",,1000,I,2023-11-27 00:01:03.000,"197001"
299,SPLENDORE MULTIMARCAS,SPLENDORE MULTIMARCAS,"0","10.605.6581",https://www.splendoremultimarcas.com.br,90,I,2023-11-27 00:01:03.000,"197001"
1423,FELIX,FELIX MAKEUP,"0","202.644.976",www.felixmakeup.com.br,390,I,2023-11-27 00:01:03.000,"197001"
953,andaluz,dentalandaluz,"0","116177787118",,350,I,2023-11-27 00:01:03.000,"197001"
508,Dara Beauty Cosmeticos,Dára Beauty Cosméticos,"0","42206713422",www.darabeauty.com.br,500,I,2023-11-27 00:01:03.000,"197001"
583,Mizz Dermocosméticos,Mizz Dermocosméticos,"1","261100068",https://www.mizz.com.br,16,I,2023-11-27 00:01:03.000,"197001"
1251,Apis Luz,Apis Luz,"1","35265410058",https://apis-luz.lojaintegrada.com.br,36,I,2023-11-27 00:01:03.000,"197001"
1470,Artpet Moda Pet,Artpet Confecção e Comércio de Moda,"0","129857860110",https://www.artpetmodapet.com,10,I,2023-11-27 00:01:03.000,"197001"
377,EC COMERCIO,EC COMERCIO,"0","123874373110",,100,I,2023-11-27 00:01:03.000,"197001"
625,Essência Virtual,Essência Virtual,"0","626.971.602.110",,1000,I,2023-11-27 00:01:03.000,"197001"
455,Eckos Perfumaria,Eckos Perfumaria,"0","082772894",,10000,I,2023-11-27 00:01:03.000,"197001"
599,No Drinks Suplementos Naturais,No Drinks,"0","128431284117",,3,I,2023-11-27 00:01:03.000,"197001"
304,Ellym Nutrition,Ellym Nutrition,"0","130.714.759.117",www.ellymnutrition.com.br,10,I,2023-11-27 00:01:03.000,"197001"
808,Atractiva Joias,Atractiva Joias,"0","256417393",https://www.atraktivajoias.com.br,2350,I,2023-11-27 00:01:03.000,"197001"
1267,Flor de Lótus,Flor de lotus acessorios,"0","260706442",,300,I,2023-11-27 00:01:03.000,"197001"
1019,Health Clean,Health Clean,"1","797.907.740.119",healthcleanlife.com.br,15,I,2023-11-27 00:01:03.000,"197001"
823,SINERGIA Desenvolvimento e Implantação de Projetos,KATIA FERNANDEZ Cosmetologia,"1","11773419",katiafernandez.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1431,SAÚDE NATURAL FC,SAÚDE NATURAL FC,"0","796714390112",https://www.saudenaturalfc.com.br,100,I,2023-11-27 00:01:03.000,"197001"
150,Doutor Shop,Doutor Shop,"1","083662758",,30,I,2023-11-27 00:01:03.000,"197001"
767,Eco Chá,Eco Chá,"0","255.552.009",https://www.ecocha.com.br,22,I,2023-11-27 00:01:03.000,"197001"
917,Biolifes,Biolifes,"0","128502084119",,300,I,2023-11-27 00:01:03.000,"197001"
1422,Drogaria Vital,Drogaria Vital,"0","451173305117",,4000,I,2023-11-27 00:01:03.000,"197001"
961,FARMA LIRIOS DROGARIA & CIRURGICA,FARMÁCIA LÍRIOS,"0","31299870015",,300,I,2023-11-27 00:01:03.000,"197001"
1395,G Farma Avenida,G Farma Avenida,"0","5340035447",,20,I,2023-11-27 00:01:03.000,"197001"
1175,Império do Cabeleireiro,IMPÉRIO_DO_CABELEIREIRO,"0","200131397",https://www.imperiodocabeleireiro.com.br,300,I,2023-11-27 00:01:03.000,"197001"
1100,Panami,Panami,"0","708.286.600.112",https://www.panami.com.br,100,I,2023-11-27 00:01:03.000,"197001"
1362,Gi Sweet Boutique,Gi Sweet Boutique,"0","130424209110",,50,I,2023-11-27 00:01:03.000,"197001"
639,CRISTIAN MODA,CHCM SHOP,"0","124.297.797.119",,100,I,2023-11-27 00:01:03.000,"197001"
778,AMOAH COSMETICOS,AMOAH COSMÉTICOS LTDA,"1","258858362",https://www.amoah.com.br,50,I,2023-11-27 00:01:03.000,"197001"
1040,LAKMA NUTRI,LAKMA NUTRI,"1","495165993112",,12,I,2023-11-27 00:01:03.000,"197001"
329,Duda Makeup,Duda Makeup,"0","099877112",https://www.dudamakeup.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
63,Unhabelle,UnhabelleSaude,"1","260934321",,30,I,2023-11-27 00:01:03.000,"197001"
651,Vay Comércio e Serviços Digitais,Vayshop,"0","0025042980091",,12,I,2023-11-27 00:01:03.000,"197001"
924,Taqural,Loja taquaral,"0","12484545",,2,I,2023-11-27 00:01:03.000,"197001"
524,luwu perfume,luwu perfume,"0","26.024.575.113",,1000,I,2023-11-27 00:01:03.000,"197001"
584,Nakup,Nakup,"0","454.786.015.118",www.nakup.com.br,430,I,2023-11-27 00:01:03.000,"197001"
1426,Arbid Serviços de Alimentação LTDA,Neuroshake,"1","163712093",arbid.co.uk,1,I,2023-11-27 00:01:03.000,"197001"
1164,VITAL PRODUCTS,Vital Products,"0","86877724",https://www.vitalproducts.com.br,500,I,2023-11-27 00:01:03.000,"197001"
883,Nutrimos,Nutrimos,"0","004600545.0042",www.omega3goldquality.com.br,25,I,2023-11-27 00:01:03.000,"197001"
1463,Crie Casa,Crie Casa Decor,"0","9054345434",,1000,I,2023-11-27 00:01:03.000,"197001"
88,R.A. Fórmulas/Majestosa Farma,Majestosa Farma,"0","563.077.840.114",majestosafarma.com.br,30,I,2023-11-27 00:01:03.000,"197001"
47,HILLS BEAUTY,HILLS BEAUTY,"0","0022974220061",,1000,I,2023-11-27 00:01:03.000,"197001"
644,Instinto Natural,Instinto Natural,"0","260.693.391",www.instinto.pet,3,I,2023-11-27 00:01:03.000,"197001"
1418,MENTAL ENERGY,MENTAL ENERGY,"0","262562880",www.mentalenergy.com.br,1,I,2023-11-27 00:01:03.000,"197001"
696,Geth Distribuidora,GethDistribuidora,"0","9074272778",www.gethdistribuidora.com.br,150,I,2023-11-27 00:01:03.000,"197001"
1360,Bela Reis,Bela Reis,"0","00000000",,150,I,2023-11-27 00:01:03.000,"197001"
1099,Alderma Skincare,Alderma Skincare,"1","12.257.600",aldermaskincare.com.br,10,I,2023-11-27 00:01:03.000,"197001"
1235,Feito Beleza Cosmeticos,Feito Beleza Cosmeticos,"0","262335557",www.feitobelezacosmeticos.com.br,366,I,2023-11-27 00:01:03.000,"197001"
1110,Farmácia Alquimia,Farmácia Alquimia,"1","081.277.261",,800,I,2023-11-27 00:01:03.000,"197001"
1183,MEDBEAUTY,MEDBEAUTY,"0","278.082.530.118",www.medbeauty.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1433,vivamais+,vivamaismais.com.br,"0","298.428.520.11",www.vivamiasmais.com.br,500000,I,2023-11-27 00:01:03.000,"197001"
71,SAUBER MED,SAUBER MED INDUSTRIAL E COMERCIAL,"0","0290682401",,1000,I,2023-11-27 00:01:03.000,"197001"
51,Shell Nutry,Shell Nutry Suplementos,"1","9094794100",www.shellnutry.com.br,30,I,2023-11-27 00:01:03.000,"197001"
901,BELA JULIE,BELA JULIE,"1","003839303.0021",https://www.extra.com.br/c?filtro=L220340,30,I,2023-11-27 00:01:03.000,"197001"
1017,mgmfarma,mgmfarma,"1","796040496119",,1000,I,2023-11-27 00:01:03.000,"197001"
914,OH2 NUTRITION,OH2 NUTRITION,"1","1260085926",,40,I,2023-11-27 00:01:03.000,"197001"
918,"Sanutribele - Saúde, Nutrição e Beleza","Sanutribele - Saúde, Nutrição e Beleza","0","799.115.752.118",,50,I,2023-11-27 00:01:03.000,"197001"
1474,Maggnus,Maggnus,"0","098711520",,20,I,2023-11-27 00:01:03.000,"197001"
83,Items,Items Brasil,"1","206.725.523.116",www.items.net.br,30,I,2023-11-27 00:01:03.000,"197001"
227,Embaixador Cosméticos,Embaixador Cosméticos,"1","261559419",www.embaixadorcosmeticos.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
57,Anjara,Anjara,"0","177.522.100.118",sintaanjara.com,30,I,2023-11-27 00:01:03.000,"197001"
255,Mato Doce,Mato Doce,"1","147125120118",https://www.magazineluiza.com.br/lojista/matodoce,100,I,2023-11-27 00:01:03.000,"197001"
268,LOJA RYTHMOON,LOJA RYTHMOON,"0","142.871.083.113",WWW.RYTHMOON.COM.BR,50000,I,2023-11-27 00:01:03.000,"197001"
477,Indaia Delta,Indaia Delta,"0","353508749110",,600,I,2023-11-27 00:01:03.000,"197001"
1081,INFINITY SEVEN,INFINITY SEVEN,"0","797.905.222.117",www.infinityseven.com.br,8,I,2023-11-27 00:01:03.000,"197001"
378,Adivah Cosméticos,Adivah Cosméticos,"1","0802733100101",www.adivah.com.br,4,I,2023-11-27 00:01:03.000,"197001"
1443,Naturalizei Liftness,Naturalizei Liftness,"0","138779804110",,50,I,2023-11-27 00:01:03.000,"197001"
1475,HS cosméticos,Hozana Sabino Dantas,"0","798756188116",,20,I,2023-11-27 00:01:03.000,"197001"
31,Rede de Produtos e Comunicação RPN,Rede de produtos RPN,"1","0044112570058",qdoxidil.xom,30,I,2023-11-27 00:01:03.000,"197001"
326,Fórmula Saude,Fórmula Saúde,"0","129121916118",,500,I,2023-11-27 00:01:03.000,"197001"
587,Cúrcuma Cosméticos Naturais,Cúrcuma Cosméticos Naturais,"1","130988974111",https://www.curcumacosmeticos.com.br,13,I,2023-11-27 00:01:03.000,"197001"
613,VIVAFARMA,VIVAFARMA MANIPULAÇÃO,"1","748232111119",,30,I,2023-11-27 00:01:03.000,"197001"
1417,Sinete Cirúrgica,Sinete Cirúrgica,"1","130.104.747.119",,1000,I,2023-11-27 00:01:03.000,"197001"
117,abu cosmeticos,abu cosmeticos,"1","214295301112",www.abucosmeticos.com,100,I,2023-11-27 00:01:03.000,"197001"
156,Negócio Feito Shop,Negócio Feito Shop,"0","20.596.7175",www.negociofeitosop.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
352,Drogaria Preço Justo,Drogaria Preço Justo,"0","106516540",,240,I,2023-11-27 00:01:03.000,"197001"
1428,B.Med Suplementos,B.Med Suplementos,"0","711.081.040.118",http://www.bmedsuplementos.com.br,4,I,2023-11-27 00:01:03.000,"197001"
764,Benvitta Saúde,Benvitta Saúde,"0","415189144115",www.benvittasaude.com.br,400,I,2023-11-27 00:01:03.000,"197001"
824,Lion Parfum,Lion Parfum,"0","206926195",,2000,I,2023-11-27 00:01:03.000,"197001"
813,Store Morales,Store Morales,"0","133.860.366.115",,1000,I,2023-11-27 00:01:03.000,"197001"
800,Dehon Store,Dehon Store,"1","254625894",https://www.dehonstore.com.br,50,I,2023-11-27 00:01:03.000,"197001"
662,Minas Pharma,Minas Pharma,"0","3940390950098",www.minaspharma.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
771,Ambev teste,Ambev teste,"1","99999999999999999",,2222,I,2023-11-27 00:01:03.000,"197001"
797,NutriQueen,NutriQueen Nutraceuticos,"0","262003724",,3,I,2023-11-27 00:01:03.000,"197001"
1340,Lumi Milu,Lumi Milu,"0","10.715.5311",www.lumimilu.com.br,300,I,2023-11-27 00:01:03.000,"197001"
539,Drogaria Mais Vida,DROGARIA MAIS VIDA,"0","147461282116",,12000,I,2023-11-27 00:01:03.000,"197001"
1339,LITINHO FARMÁCIA,LITINHO FARMÁCIA,"0","185509642",,500,I,2023-11-27 00:01:03.000,"197001"
78,inova chás,inova chás,"1","136.239.120.118",,30,I,2023-11-27 00:01:03.000,"197001"
94,Luese Óleos Essenciais,Luese Óleos Essenciais,"1","9081447672",,100,I,2023-11-27 00:01:03.000,"197001"
244,CLAVA BRASIL,CLAVA BRASIL,"0","399056734112",https://www.clava.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
67,Malyks Cosméticos,Malyks Cosméticos,"1","0240533259",www.malyks.com.br,30,I,2023-11-27 00:01:03.000,"197001"
1407,Trustwork LTDA,Lojas Legany,"0","134.064.387.117",,5,I,2023-11-27 00:01:03.000,"197001"
562,Paraná Cosméticos,Paraná Cosméticos,"0","9095072787",,3000,I,2023-11-27 00:01:03.000,"197001"
635,Magnemax,Magnemax,"0","9081945605",www.magnemax.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1133,Natural,Care,"0","1099912345000123",,200,I,2023-11-27 00:01:03.000,"197001"
1329,LEMIBEL COSMETICOS,LEMIBEL COSMETICOS,"1","416.149.493.110",,7,I,2023-11-27 00:01:03.000,"197001"
980,Especialista farma,Especialista farma,"1","795510806110",,1,I,2023-11-27 00:01:03.000,"197001"
1160,paola da vinci,paola da vinci,"1","143303975115",www.paoladavinci.com.br,5,I,2023-11-27 00:01:03.000,"197001"
485,Droga Mori,Droga Mori,"0","110988472113",,300,I,2023-11-27 00:01:03.000,"197001"
1464,Captain Supplements,Captain Supplements,"0","130.385.063.116",,150,I,2023-11-27 00:01:03.000,"197001"
126,S8 Produtos Naturais,S8 Produtos Naturais,"1","454844460110",,30,I,2023-11-27 00:01:03.000,"197001"
251,MB Skin and Hair Shop,MB Skin and Hair Shop,"0","392362209112",,1000,I,2023-11-27 00:01:03.000,"197001"
579,Shoperama Comercio Ltda,Bioage BH Oficial,"0","004542525.0070",,105,I,2023-11-27 00:01:03.000,"197001"
572,Ervas do Brasil,Medicamentos Fitoterápicos,"0","157322076",,100,I,2023-11-27 00:01:03.000,"197001"
691,Segen Cosméticos,Segen Cosméticos,"0","148465218110",,120,I,2023-11-27 00:01:03.000,"197001"
413,DROGARIA EFARMA,EFARMA VENDAS,"0","799356077119",,400,I,2023-11-27 00:01:03.000,"197001"
512,Kaena Multimarcas,Kaena Multimarcas,"1","10.8573273",https://www.kaenamultimarcas.com,50,I,2023-11-27 00:01:03.000,"197001"
695,Beleza Sul,Beleza Sul,"0","262051788",,2000,I,2023-11-27 00:01:03.000,"197001"
1132,SOLUTE MEDICAL,SOLUTE MEDICAL,"0","353457355110",,2,I,2023-11-27 00:01:03.000,"197001"
993,Colágeno Absoluto,JoyIn Suplementos,"0","278532387110",www.joyinoficial.com.br,789959,I,2023-11-27 00:01:03.000,"197001"
1223,Dr. Luvas,Dr. Luvas,"0","12.341.369",https://drluvas.com.br,1500,I,2023-11-27 00:01:03.000,"197001"
742,Convés da barba,Convés da barba,"0","407911058119",,80,I,2023-11-27 00:01:03.000,"197001"
777,cia da saúde,Sh Produtos Naturais,"0","9076926988",shprodutosnaturais.com.br,50,I,2023-11-27 00:01:03.000,"197001"
74,RENTCO DO BRASIL,RENTCO DO BRASIL INDUSTRIA E COMERCIO,"1","110502880113",,30,I,2023-11-27 00:01:03.000,"197001"
1037,UTILIDOME,Utilidome,"0","123456",,10,I,2023-11-27 00:01:03.000,"197001"
1136,Tru Beauty,TRU Beauty,"1","1.386.3100017",,5,I,2023-11-27 00:01:03.000,"197001"
654,Dailus,Dailus oficial,"0","136.407.157.119",www.dailus.com.br,450,I,2023-11-27 00:01:03.000,"197001"
369,Tecnomedi produtos médicos e ortopédicos,Tecnomedi,"0","78643056",www.tecnomedi.com.br,700,I,2023-11-27 00:01:03.000,"197001"
807,Top Farma,Top Oficial,"0","636318939110",,500,I,2023-11-27 00:01:03.000,"197001"
356,Good Dops,Good Drops,"0","795349331110",www.gooddrops.com.br,3,I,2023-11-27 00:01:03.000,"197001"
936,Smarsh Brasil,Smarsh Brasil,"1","442677207112",smarshbrasil.com.br,12,I,2023-11-27 00:01:03.000,"197001"
990,Efit Suplementos,EFIT Suplementos,"0","9092406897",,450,I,2023-11-27 00:01:03.000,"197001"
1152,New Big Cosméticos,New Big Cosméticos,"0","688.674.080.110",www.newbigcosmeticos.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
1387,Vida Perfeita,Vida Perfeita,"0","636.078.404.110",https://www.vidaperfeita.com.br,200,I,2023-11-27 00:01:03.000,"197001"
1260,KORPER NUTRITION,KORPER,"1","370.223.580.110",,5,I,2023-11-27 00:01:03.000,"197001"
592,superpopular,farmamais,"0","257126678",www.farmaciaspopular.com.br,4600,I,2023-11-27 00:01:03.000,"197001"
1156,Human Brain Nootropics,Human Brain Nootropics,"0","7583028",www.humanbrain.com.br,1,I,2023-11-27 00:01:03.000,"197001"
1240,Teste Hubsell,Teste Hubsell,"0","0000000000",,5000,I,2023-11-27 00:01:03.000,"197001"
1445,X Express,X Express,"0","212645956",,10,I,2023-11-27 00:01:03.000,"197001"
893,Nutrional,nutrional,"0","260485640",www.nutrional.com.br,50,I,2023-11-27 00:01:03.000,"197001"
432,Ffx Comercio,Fitliv,"0","353.508.400.113",,4,I,2023-11-27 00:01:03.000,"197001"
642,Amazon Pure,Amazon Pure,"1","9081690267",,30,I,2023-11-27 00:01:03.000,"197001"
814,Lenveur,Lenveur,"1","261920391",lenveur.com.br,6,I,2023-11-27 00:01:03.000,"197001"
421,MaxMed,MaxMedbr,"0","672585915115",,100,I,2023-11-27 00:01:03.000,"197001"
727,Linhahum,Linhahum,"0","209.248.284.110",linhahum.com.br,46,I,2023-11-27 00:01:03.000,"197001"
1398,Plantlab,wey vegano,"1","636457292114",www.theplantlab.com.br,12,I,2023-11-27 00:01:03.000,"197001"
941,Loja Hiroshima,Total Saúde,"0","492555903110",,1000,I,2023-11-27 00:01:03.000,"197001"
1188,Amakha Paris,Amakha Paris,"1","799743433114",,400,I,2023-11-27 00:01:03.000,"197001"
1259,New Styler,New Styler,"0","004558965.0062",,2,I,2023-11-27 00:01:03.000,"197001"
544,Master Hotelaria,Master Hotelaria,"0","127.624.975.113",www.masterhotelaria.com.br,100,I,2023-11-27 00:01:03.000,"197001"
1375,"24 Horas","24 Horas","0","121.825.409.117",,350,I,2023-11-27 00:01:03.000,"197001"
99,FARMÁCIA EFICÁCIA,FARMÁCIA EFICÁCIA,"1","627057960068",www.farmaciaeficacia.com.br,5000,I,2023-11-27 00:01:03.000,"197001"
170,GOC A P LTDA,GOC ARTIGOS PREMIUM LTDA,"0","131.202.789.119",www.ginoclock.com.br,30,I,2023-11-27 00:01:03.000,"197001"
222,MONIQUE ELOA PEIXOTO PIRES,MONIQUE ELOA PEIXOTO PIRES,"0","261732625",,1000,I,2023-11-27 00:01:03.000,"197001"
619,SKMBELEZA,SKMBeleza1,"0","671560227113",,600,I,2023-11-27 00:01:03.000,"197001"
791,Boon Caps,Boon Caps,"0","219.140.529.924",,10,I,2023-11-27 00:01:03.000,"197001"
174,DERMYAH INOVAÇÕES EM BELEZA E BEM ESTAR,DERMYAH,"1","165.421.330.118",,30,I,2023-11-27 00:01:03.000,"197001"
679,FARMACIA RODOCENTRO,FARMACIA RODOCENTRO,"0","261495372",,1000,I,2023-11-27 00:01:03.000,"197001"
829,BAZAR BRASIL,TIGERS NUTRITION,"1","125.104.102.113",,30,I,2023-11-27 00:01:03.000,"197001"
978,KARINE KASPER MKT,PINK MARKET,"0","127.496.391.112",,15,I,2023-11-27 00:01:03.000,"197001"
1113,Armazem da Rosa Mosqueta,Armazem da Rosa Mosqueta,"1","840035225",https://www.armazemdarosa.com.br,30,I,2023-11-27 00:01:03.000,"197001"
1140,Mary Góes Empreendimentos,Mary Góes Shop,"0","311184927110",,15,I,2023-11-27 00:01:03.000,"197001"
1199,Brasil Trail,BrasilTrail,"0","12.950.632",www.brasiltrail.com.br,63,I,2023-11-27 00:01:03.000,"197001"
877,TotalOutlet,TotalOutlet,"0","003606300.0097",,100,I,2023-11-27 00:01:03.000,"197001"
1049,Bioatacado,Bioatacado,"0","295108576",,70,I,2023-11-27 00:01:03.000,"197001"
1446,GRUPO GENOVA,GRUPO GENOVA,"0","132.171.432.110",www.bellagenova.com.br,35,I,2023-11-27 00:01:03.000,"197001"
55,Sempre Natural,Semore Natural,"0","454770606114",,5000,I,2023-11-27 00:01:03.000,"197001"
270,DiaGross,DiaGross,"0","456.224.005.114",www.diagross.com.br,20,I,2023-11-27 00:01:03.000,"197001"
1085,Natusvita,natusvita,"1","257540245",natusvita.com.br,300,I,2023-11-27 00:01:03.000,"197001"
27,CLINICA BIOVITA,BIOVITA STORE,"0","136.730.320.112",www.biovitastore.com.br,30,I,2023-11-27 00:01:03.000,"197001"
53,Lovon Cosméticos,Lovon Cosméticos,"0","000000000000",www.lovoncosmeticos.com.br,1000,I,2023-11-27 00:01:03.000,"197001"
102,ENERGYVIDA,ENERGYVIDA NUTRITION,"1","9089358458",www.energyvida.com.br,30,I,2023-11-27 00:01:03.000,"197001"
882,FARMÁCIA VIDA NATURAL,FARMÁCIA VIDA NATURAL,"0","624224180099",www.farmaciavidanatural.com.br,50,I,2023-11-27 00:01:03.000,"197001"
152,Dr. Dog,Produtos Dr. Dog,"1","799123347114",,100,I,2023-11-27 00:01:03.000,"197001"
908,Essencia Vitta,Essencia Vitta,"0","255496454110",,20,I,2023-11-27 00:01:03.000,"197001"
1010,Seven Sky Sports,SevenSkySports,"0","795927112116",www.sevenskysports.com.br,100,I,2023-11-27 00:01:03.000,"197001"
488,Salute Pharma,Salute Pharma,"0","438.464.114.110",,15,I,2023-11-27 00:01:03.000,"197001"
1221,Farmabill,Farmabill,"1","82081980",https://www.farmabill.com.br,100,I,2023-11-27 00:01:03.000,"197001"
1331,HT Descartáveis,HT Descartáveis,"0","141.811.281.114",https://htembalagem.com.br,20,I,2023-11-27 00:01:03.000,"197001"
1430,Guga Hair Distibuição,Guga Hair,"0","626.582.590.110",www.instagram.com/gugahairdistribuicao,76,I,2023-11-27 00:01:03.000,"197001"
257,CBI Store,CBI Store,"0","796886758117",,100,I,2023-11-27 00:01:03.000,"197001"
81,EMBELIZ,EMBELIZ,"1","24850400086",embeliz.com.br,100,I,2023-11-27 00:01:03.000,"197001"
165,Farma Norte,Farma Norte Manipulação,"1","669515992111",,1000,I,2023-11-27 00:01:03.000,"197001"
932,lojas sudeste,Tem Tudo,"0","194189682110",,50,I,2023-11-27 00:01:03.000,"197001"
480,Perfect Flavor,Perfect FLavor,"1","253078256114",,20,I,2023-11-27 00:01:03.000,"197001"
734,Sense Comercial,Sense Soluções Auditivas,"0","126133834117",,1000,I,2023-11-27 00:01:03.000,"197001"
376,Saturn Store,Saturn Store,"0","261721550",,10,I,2023-11-27 00:01:03.000,"197001"
1092,GattiStore,Gatti Store,"0","136.595.102.119",,50,I,2023-11-27 00:01:03.000,"197001"
837,Grack,Grack,"0","134.605.449.113",www.grack.com.br,500,I,2023-11-27 00:01:03.000,"197001"
538,Itaervas Distribuidora de Produtos Naturais,Messias Suplementos,"1","083994459",,300,I,2023-11-27 00:01:03.000,"197001"
663,Essencial,Essencial,"0","283.164.781.118",,8,I,2023-11-27 00:01:03.000,"197001"
1451,Me Make,Me Make,"0","200840487",,600,I,2023-11-27 00:01:03.000,"197001"
115,SAO JOAO EVANGELISTA,SJE Algodões,"1","367.021.5000014",www.sjetextil.com.br,100,I,2023-11-27 00:01:03.000,"197001"
725,NATURELAB,Nature Store,"1","145892392119",WWW.NATURESTORE.COM.BR,40,I,2023-11-27 00:01:03.000,"197001"
749,TAVO Comércio,TAVO Ecomm,"0","379472245111",,30,I,2023-11-27 00:01:03.000,"197001"
854,Rocky,Rocky Nutrition,"1","0034371780040",www.rockynutrition.com,1,I,2023-11-27 00:01:03.000,"197001"
1007,EST DIGITAL,EST DIGITAL,"0","122901251117",,200,I,2023-11-27 00:01:03.000,"197001"
626,NUTREVIDA,NUTREVIDA,"0","106513958",,100,I,2023-11-27 00:01:03.000,"197001"
699,DNH Labs,DNH Labs,"0","796.398.080.112",,1000,I,2023-11-27 00:01:03.000,"197001"
1094,AGF MEDICAL,UNIVERSOMED VALE,"0","125574641119",,1000,I,2023-11-27 00:01:03.000,"197001"
417,MelasmaFree,MelasmaFree,"1","623281571116",,4,I,2023-11-27 00:01:03.000,"197001"
600,IONICPRO KOTA,KOTA,"0","278.240.794.115",https://www.ionicpro.com.br,12,I,2023-11-27 00:01:03.000,"197001"
738,ShopSublime,ShopSublime,"0","140.612.675.117",https://www.shopsublime.com.br,500,I,2023-11-27 00:01:03.000,"197001"
944,Tudo Vet,Tudo Vet,"0","482044525118",www.tudovet.com.br,200,I,2023-11-27 00:01:03.000,"197001"
